taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource
Stigmidium johnii	B189A61C-6373-45B7-8AFF-B96E0483BAFF	500723	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Caloplaca	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium lecidellae	A7169010-9496-42C0-915F-7CD646EC9AB8	414207	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Lecidella elaeochroma (Lawrey 2016)	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium lendemeri	A092E14A-9ED6-4F0A-AF24-9733FCFFEF48	518075	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Aspicilia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium leprariae	776E2355-451B-4F92-940D-D7A4BD3BF392	511536	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Lepraria neglecta	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium leptogii	8CD42D0E-55AC-480F-88D3-DDD1475EB3F2	373312	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Leptogium	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium leucophlebiae	D963D94C-631E-4BE8-BD8C-911CB8917546	363501	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Peltigera leucophlebia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium lichenum	9E776BFF-0A3A-49F6-A278-6CA9661CB09F	474478	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Verrucaria maculiformis	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium lobariae	454273D7-38E9-4A70-8F63-517EB9B37012	564360	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Lobaria	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium marinum	D5295607-5B50-4BC5-959A-D6062F8ECD80	324141	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on maritime Verrucaria	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium micareae	C7926E7E-EEF7-445B-B0B8-E04C52A6D282	815837	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Micarea alabastrites	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium microcarpum	ABE09315-DCBB-4E80-B355-835351F665E6	361279	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Cetraria and Flavocetraria cucullata	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium microspilum	35405AC2-E21B-4D3D-9E3F-424BAE2EED75	324142	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Graphis scripta	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium microsporum	C8C659CA-5CD1-4C9E-BEFF-24FE1D89E5A7	511462	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Teloschistes	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium mitchellii	37A52822-2C99-4CCE-8DBB-361A721C7124	363498	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Pannaria conoplea	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium mycobilimbiae	96F90F40-AECE-41C0-9823-FB335D431AA2	363505	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Bilimbia lobulata and B. sabuletorum	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium neofusceliae	896926A3-D71F-4E72-9605-BF6A0C5AD89F	460981	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Xanthoparmelia pulla	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium peltideae	1CB1B942-36B9-11D5-9548-00D0592D548C	339715	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Peltigera	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium petri	DD23C3EA-8539-44E2-871A-636B8B757EE3	511399	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Clauzadea monticola	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium placynthii	6B0014D1-ECBC-4E74-8B68-0364F6ECE750	363499	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Placynthium nigrum	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium porinae	10891B6D-A12B-4160-8232-3DBD33F85494	415528	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on foliicolous Porina	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium pseudopeltideae	BBB1F897-FEE0-4903-8D11-11D267036F9F	484143	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Peltigera (Lawrey 2016)	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium psorae	3F811087-A8C1-46AD-B16A-C40A66C301E7	114454	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Psora crenata and P. decipiens	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium pumilum	1CB1A62F-36B9-11D5-9548-00D0592D548C	128814	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Physcia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium ramalinae	0040666C-7E72-413F-8247-DE45AA799C6E	511463	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Ramalina	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium rivulorum	99B01D9C-2BA6-4B2A-A8CA-FF36EE7DB2CC	414208	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Verrucaria	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium rouxianum	247C98A0-5E09-42A7-B89E-F5E63C9C0D44	489082	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Acarospora cervina	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium schaereri	7C7480D2-95B3-4B15-BCE2-16337E12CE76	476734	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Solorina thalli parasitized by Dacampia hookeri (Lawrey 2016)	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium solorinarium	D32762BF-7424-4489-9A96-412E69FAE5C8	109254	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Solorina saccata	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium spegazzinii	81C93DB0-5E93-4642-A418-667BDBAA4E31	536962	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Leptogium and Pseudocyphellaria	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium squamariae	07AACA86-A18C-468A-AA34-2817D40B3490	363572	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Lecanora polytropa and Protoparmeliopsis	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium squamarinicola	B4DDC720-AEF3-4D3A-9AFE-859A0E4A0DD6	489083	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Squamarina	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium stereocaulorum	9D9B2A34-6A3C-4DE3-BA97-52B2484081CA	511540	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Stereocaulon	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium stygnospila	40249ABC-3B0C-4D89-A374-0A5B02F3A350	339716	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Dermatocarpon	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium subcladoniicola	512FAE2F-A1B2-47CE-826D-87D42FF2A8B4	815838	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Cladonia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium superpositum	8CE643BB-1BD2-4D08-A216-C18A73F548C7	324144	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Sporodictyon	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium tabacinae	2BC259F1-6051-4901-A9D0-CEEF73FF93BB	125978	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Toninia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium tetrasporum	859AAD68-780A-40C3-88D8-3B5102939E9E	362576	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Verrucariaceae	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium trichotheliorum	7A22EB78-7FA3-46B6-9266-524DF5412BD0	415530	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on foliicolous Trichothelium	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium vezdae	1D0D64D3-242F-40D6-801D-BAE1506997B2	415531	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on foliicolous Bacidina colchica	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium xanthoparmeliarum	804246A5-0770-460F-B962-9DC73D539C96	363116	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Xanthoparmelia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmina carpophila	1CB1A631-36B9-11D5-9548-00D0592D548C	306481	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stigmina compacta	BBF65120-A66A-42DB-9DAB-148D25121CA5	306483	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stigmina liquidambaris	F8B9AA36-515A-4776-A9E8-6B44530A8052	324171	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stigmina mangiferae	1CB1A633-36B9-11D5-9548-00D0592D548C	306494	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stigmina palmivora	1CB1A634-36B9-11D5-9548-00D0592D548C	306496	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stigmina platani	0FCE7776-7E52-48E9-82DB-3BD654FD540F	200949	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stigmina platani-racemosae	A4F0F2BD-ED7C-4F68-84CC-35601618C693	121160	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stigmochora	DBC31163-2FDA-4D79-94B6-16B9DB5EBCBF	5262	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stilbella	1CB1A635-36B9-11D5-9548-00D0592D548C	10110	13	Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Wood Saprotroph	Possible	NULL	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stilbella aciculosa	A4ED0190-D1E4-422F-BD3F-46783CCB360A	104787	20	Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte	Probable	Microfungus	NULL	Endophyte detection method-culture (Larkin & Fravel 1998)	Larkin RP, Fravel DR. 1998. Plant Disease 82:1022-1028 ((https://doi.org/10.1094/PDIS.1998.82.9.1022)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001))
Stilbella erythrocephala	077630AA-08A1-46C6-8DCD-328B0A380A22	118980	20	Saprotroph	Dung Saprotroph	Highly Probable	Microfungus	NULL	NULL	Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001))
Stilbocrea	1CB1CBC0-36B9-11D5-9548-00D0592D548C	5263	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stilbodendron	5583BE96-31BC-4AA9-B7ED-5F7BDF1E6D6C	10113	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stilbohypoxylon	1CB1B949-36B9-11D5-9548-00D0592D548C	5264	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stilbohypoxylon quisquiliarum	5B19065D-04A1-41FC-80D3-BDE882EE31A3	436903	20	Symbiotroph	Endophyte	Highly Probable	Microfungus	NULL	Host - Asteraceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))
Stilbum	1CB1A4D6-36B9-11D5-9548-00D0592D548C	18601	13	Saprotroph	Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stilbum flavidum	2415EFF1-9AF2-447F-88AA-8EEEF459DFFC	174307	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stipella	9DDEC2EC-8B2F-41B8-B5BB-A0CD4AF8DB86	20553	13	Symbiotroph	Animal Endosymbiont	Probable	NULL	NULL	Animal gut fungus	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stipitochaete	D2521AA5-0129-47EC-BB38-38915EC37E40	25737	13	Saprotroph	Undefined Saprotroph	Probable	NULL	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stipitocyphella	C3CF9BD9-6456-4862-A961-50BE1BE1E3EC	27741	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stiptophyllum	5B29A971-3601-4495-BA1A-31D40221AB74	18603	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stirtonia	55FCE96B-6871-4E59-9F8B-1C91462EC980	5268	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Stirtoniella	FF134CC9-BE4D-49A7-BEF7-26840FB6B65A	28931	13	Symbiotroph	Lichenized	Probable	Thallus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stollia	502794BE-3255-40E6-8EE5-3E0240DEAE45	801704	13	Pathotroph	Plant Pathogen	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stomatogene	1CB1A4D8-36B9-11D5-9548-00D0592D548C	5270	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stomiopeltis	2E9EDA68-3D94-4908-B017-44E7D15761AD	5274	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stomiopeltopsis	4CCF06B2-8DA7-4E80-8A13-F154DAE99CD3	5275	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stomiotheca	DB5C517C-5536-4DF2-AB35-BC5D5E552D56	20614	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stouffera	E03EF3C3-8B20-454C-A21C-32373DB3EDC0	519284	13	Symbiotroph	Ectomycorrhizal	Possible	NULL	NULL	NULL	List compiled by Sara Branco with input from Nhu Nguyen and Else Vellinga
Strangospora	6BA0D642-6C77-40CC-A075-780FA8ACC8B8	5277	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Strangulidium	D5ECA81A-C9A9-4FFB-8B29-EEF8CEC23BEB	18604	13	Saprotroph	Wood Saprotroph	Probable	NULL	Brown Rot	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Strasseria	1CB1CBC2-36B9-11D5-9548-00D0592D548C	10118	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Strasseria geniculata	1CB1AC7D-36B9-11D5-9548-00D0592D548C	265874	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Strasseria oxycocci	02640852-5C3E-4EAC-8AB6-8CE983A71834	569242	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stratisporella	6C7F7394-98B2-4C16-A91B-651A534FB866	20613	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stratisporella episemoides	F6C22328-D065-4AF7-A762-D65992DAFF90	324227	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Enterographa	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Strattonia	80FD8DD1-D74F-40D2-84A3-2C9BC29D3BF0	5278	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	Highly Probable	Microfungus	NULL	NULL	Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
